year,decade,Combined_Text
1995,1990,"To the Editor:         Your survey of New Jersey's apple and cider industry (""Apples, Distilled to Their Essence,"" Oct. 8) prompts me to give up of our most closely held gastronomic secrets: a way to enjoy the taste of fresh cider all year.    Essence of Fall's Essence: How to Make Cider Syrup "
1995,1990,"SCORE one for proponents of the efficient market theory, which holds that prices change so rapidly to reflect new information that professional investors have no edge over the little guy. By extension, it is folly for investors to think that they can consistently beat an efficient market.   Recent work by Burton G. Malkiel, a professor at Princeton University, supports that view as it applies to mutual fund investing and contradicts several other recent studies that suggested winning funds tend to repeat their glowing performances. How to Judge? Flip a Coin "
1995,1990,"An article on Saturday about the Long Island Rail Road's purchase of double-decker coaches referred incorrectly to the places where such coaches are now used. Besides Chicago, they indeed include the East Coast -- in Boston and Miami. Corrections "
1994,1990,*3*** COMPANY REPORTS ** BCE Mobile reports earnings for Qtr to Sept 30 
1997,1990,"Barbara Bernstein article accuses Levittown, NY, Superintendent of Schools, Dr Herman A Sirois, of censorship Sirois removed Robert Lipsyte book One Fat Summer from middle-school required reading list in response to parent's ojection (M) Censoring Books Is a Bad Idea"
1999,1990,"Jane Auger letter corrects Dana Kennedy's August 29 article on film Outside Providence which described Rhode Island hot dogs as 'soggy' Squeaky, Not Soggy "
1990,1990,"LEAD: The International Labor Organization, a United Nations agency, issued a report today showing steadily rising inflation in many nations in the first few months of 1990. Britain's inflation rate rose to 9.4 percent from 7.7 percent in the comparable period in 1989. Inflation Rise Abroad "
1990,1990,LEAD:    THE MEXICAN MURALITS IN THE UNITED STATES    By Laurence P. Hurlburt    Illustrated. 320 pp. Albuquerque:    University of New Mexico Press. $45. POLITICS WRIT LARGE 
1992,1990,"Earl Wild  Pianist Carnegie Hall    Earl Wild will be 77 years old in a couple of weeks, and at an age when a number of people are slowing down, the American pianist was on the stage of Carnegie Hall on Friday night playing some of the most horrifyingly difficult piano music ever written. Mr. Wild began with three Rachmaninoff pieces: the ""Corelli"" Variations, his own transcription of the Vocalise and the B-flat-minor Sonata. He ended with Chopin's Opus 25 Etudes and the B-minor Scherzo. Classical Music in Review "
1994,1990,"In the summertime Chernobyl is lush. Wildflowers of yellow and purple sprout where the asphalt ends around the monstrous cement and steel sarcophagus covering the remnants of the world's worst nuclear accident.   Radiation levels have fallen considerably since the explosion in 1986. Many of the workers and engineers skip radiation checks at designated meters despite the random patches of high contamination in the area. Buses and cars now move freely between Chernobyl and the rest of country. Ukraine, Resisting Pressure, Is Increasing Energy Production at Chernobyl "
1995,1990,"William J. Curtin, a Washington lawyer, labor-management expert and senior partner in the international law firm Morgan, Lewis & Bockius, died on Tuesday at his home in Potomac, Md. He was 64.         The cause was cancer, his firm said.    William J. Curtin, 64, Lawyer Who Specialized in Labor Issues "
1997,1990,"Market Place column on record 554.26 drop in Dow Jones Industrial Average on October 27 and its effects elsewhere says, for better or worse, US is setting tone for world stock markets since circuit breakers designed to minimize market swings in US did not prevent panic elsewhere, but only caused stocks to plunge further and faster abroad that at any time in recent years out of alarm over events in New York; says world markets rebounded only after Dow Jones Industrial Average posted record one-day gain of 337.17 points--day after plunge of 554.26 points (M) Wall Street Sets the Tone"
1992,1990,"Three weeks before Italy's national election, gunmen killed Prime Minister Giulio Andreotti's party boss in Sicily today.    The dead Christian Democratic official, Salvo Lima, 64 years old, was regarded as Mr. Andreotti's main vote-raiser in Sicily. A Top Sicilian Politician Is Slain Pre-Election Mafia Warning Seen"
1991,1990,"Reversing lower-court decisions in two cases, a state appeals court yesterday upheld New York City's policy of cutting off most welfare payments to parents whose children are in foster care.   City lawyers had argued that a change in policy could lead parents to hand some of their children over to foster care in order to have more welfare money for the rest of their family. Court Upholds Welfare Curb When Children Leave Family "
1996,1990,"Almost everyone believes that Garry Kasparov, the Professional Chess Association's world champion, is the strongest player on earth. But where he used to reign like a lion tamer who holds the beasts firmly in their places around the ring, he cannot turn his back now without one or another taking a swipe at him.         In December, in Horgen, Switzerland, Vasily Ivanchuk of Ukraine mauled him and proceeded to take first place in a tie with Vladimir Kramnik of Russia. In early June, in Dos Hermanas, Spain, it was Kramnik who boldly devoured him and shared first place with Veselin Topalov of Bulgaria, each a half-point ahead. Still only 33, Kasparov must look to his laurels.    Chess "
1991,1990,"A music review yesterday about a rock concert by Elvis Costello at Madison Square Garden on Saturday evening misidentified the show's closing number. It was ""Pump It Up,"" not ""Oliver's Army."" Corrections "
1990,1990,"LEAD:         *3*** COMPANY REPORTS **    *3* Cineplex Odeon (NYSE)       Qtr to Dec 31   1989   1988                       Revenue   167,188,000   136,970,000               Net loss   b43,418,000   d10,589,000               Share earns   -   .22               Yr rev   644,152,000   648,115,000               Net loss   c78,637,000   d40,396,000               Share earns   -   .85                 Cineplex Odeon reports earnings for Qtr to Dec 31 "
1999,1990,"Diplomatic skills of Palestinian leader Yasir Arafat will be tested during March 23 White House meeting with President Clinton faces mounting pressure to declare state on May 4, when five-year transitional period of limited self-rule established under Oslo accords ends, but equally strong pressure internationally to defer any declaration, for fear of provoking military reaction from Israel that would rupture fragile understandings built through years of diplomacy (M) Arafat's Tightrope: Palestinian Statehood"
1994,1990,*3*** COMPANY REPORTS ** Belo (A.H.) (N) reports earnings for Qtr to Dec 31 
1996,1990,"As a golden oldie, I was appalled by the picture offered by Lester Thurow. I  would therefore like to suggest that those recipients of Medicare who can afford to should be encouraged to return this money to a special fund that would supplement programs for the youngest Americans, notably the WIC program and Head Start.    THE BIRTH OF A REVOLUTIONARY CLASS "
1997,1990,"Mel Gussow comments on new Mystery! offering, Hetty Wainthropp Investigates, starring Patricia Routledge Routlege is well known for her role in comedy Keeping Up Appearances; photos (M) In a Niche Between Marple and Tennison"
1997,1990,Atlantic City's Superintendent of Schools Benjamin Williams defies state order to remove 500 fifth graders from troubled middle school and return them to elementary schools (New Jersey Daily Briefing) (S) New Jersey Daily Briefing Official Won't Move Students
1990,1990,"Next year's World Cup of Golf will be played at the Italian Golf Federation's course in Rome, officials announced today.   The 37th annual event will be held in the fall of 1991. Exact dates will be determined later. The tournament, comprised of 32 two-man teams from around the world, was held at the Olgiata Club in Rome in 1968 and 1984.   Golf World Cup Is Set for Rome "
1994,1990,"The administration of Mayor Rudolph W. Giuliani has, without fanfare, begun turning over to private companies an array of services in New York City now handled by municipal employees -- from replacing traffic signs to stuffing tax bills into envelopes to keeping city buildings clean.   The Department of Transportation has paid a contractor $1.8 million to repave roads in Queens for two months beginning next spring. The Department of Homeless Services has awarded contracts to nonprofit organizations to operate three homeless shelters and a family shelter now operated by city employees. Giuliani Moving Ahead to Put City Services in Private Hands "
1998,1990,"Article by Christopher Reardon discusses Susan Marshall's new dance work, The Most Dangerous Room in the House, which opens at Brooklyn Academy of Music's Majestic Theater this is her fifth production for academy's Next Wave Festival in decade; photos (M) For a Child, a Forest Of Dangers at Home"
1993,1990,"The Dreyfus Corporation, one of the largest distributors of tax-free mutual funds, ran full page ads on Monday, the first business day after the Clinton tax bill passed, offering a toll-free telephone number to discuss shifting investments into tax-exempt funds. Only 50 people responded.    Dreyfus is just one of the brokerage firms, mutual fund companies, financial advisers and private banks that have jumped on the new tax law as an excuse to sell products to their customers. Rich Aren't Rushing to Avoid New Taxes (Yet) "
1994,1990,"*3*** COMPANY REPORTS ** Foamex International Inc.(FMXI,NNM) reports earnings for Qtr to Oct 2 "
1991,1990,"An attempt to deploy the Galileo spacecraft's jammed antenna by warming it in direct sunlight for 48 hours has apparently failed, mission officials said Thursday.    ""Heating the craft just doesn't seem to do the trick,"" said George Alexander, a spokesman at the Jet Propulsion Laboratory in Pasadena, Calif. Attempt to Unjam Antenna On Galileo Spacecraft Fails "
1998,1990,"To the Editor:    It is disingenuous for advocates of school vouchers to argue that public schools would be forced to improve if they had to compete with private and religious schools (front page, June 11). Imagine a floundering corporation from which the most competent managers are removed. Now imagine a public school from which the students from the most positive home environments are removed.   Will Voucher Plan Help Poor Students? "
1998,1990,"MALLOY-Edwin A. The Board of Trustees and staff at the Whitney Museum of American Art note with great sadness the passing of our beloved friend, Edwin A. Malloy. He will be warmly remembered for his steadfast support of American artists and his dedication to furthering the welfare and progress of American art. We extend our most heartfelt condolences to his wife Susan and family. Flora M. Biddle Honorary Chairman Leonard A. Lauder Chairman Joel S. Ehrenkranz President Maxwell L. Anderson Director Paid Notice: Deaths  MALLOY, EDWIN A. "
1992,1990,*3*** COMPANY REPORTS ** IHOP Corp. reports earnings for Qtr to Dec 31 
1994,1990,"After growing up an exile in Europe and America, Dali Tambo returned to South Africa in 1990 to discover that apartheid was only part of the story. Along with white political supremacy came an official code of sexual behavior rooted in conservative Afrikaner Christianity.   ""I found it primitive, Calvinist and Victorian, a spiteful, angry, intolerant culture,"" recalled Mr. Tambo, now the host of an eclectic television variety show. ""And totally hypocritical. I mean, how could a country that was slaughtering the children of the nation presume to moralize about the dangers of erotica or the indecency of gays?"" Apartheid's Gone, and Anything Goes "
1990,1990,"LEAD: Her first big success, in the 1960's, was a boxy coat of squares of rabbit fur outlined in leather bands. Viola Sylbert also designed poor-boy sweaters, knitted shifts and leather jackets as a response to French ready-to-wear. Style Makers Viola Sylbert, Fur Designer"
1992,1990,*3*** COMPANY REPORTS ** Upper Peninsula Energy Corp.  reports earnings for Qtr to March 31 
1991,1990,"Secretary of State James A. Baker 3d arrived tonight in Israel, a land of skeptics, many of whom would like to be convinced that this round of American shuttle diplomacy holds greater promise than earlier efforts.    The apparent concessions Mr. Baker is bringing from Syria and Saudi Arabia have raised people's hopes, despite the reception given them by the Government of Prime Minister Yitzhak Shamir. But these hopes find only wary expression because Syria and Saudi Arabia, along with Iraq, are regarded by most Israelis, regardless of political affiliation, as implacable enemies. Baker, Now in Israel, Finds Hope That Peace Is Possible "
1990,1990,LEAD: Jim Taylor kicked a 52-yard field goal with 3:35 left as Southern Mississippi defeated No. 13 Alabama by 27-24 today and spoiled Gene Stallings's debut as the Crimson Tide's coach.   S. Mississippi Tops Alabama 
1996,1990,"A ""HOT property"" is not necessarily one that is soaring in market value.         For the last year, Manhattan real estate agents have said that the large family-size apartments on the Upper East Side and in a few other desirable locations are the hottest properties in town, complete with bidding wars and escalating prices.    Real Estate The market for family-size apartments on the Upper East Side is surging. Well, maybe."
1994,1990,"What strange things the 1960's have left us. Ethnic exoticism, yesterday's allegiance to experimentalism, the New Age movement without the 1960's, the Swiss harpist Andreas Vollenweider wouldn't exist. Mr. Vollenweider, who performed at the Beacon Theater on Saturday night, is the king of touchy-feely New Ageism. He has made a career of creating mammoth landscapes around the tinkling of his harp. His music occasionally has the sounds of nature percolating through it, and there is a touch of sci-fi medievalism to titles like ""Dancing With the Lion"" or ""Jugglers in Obsidian.""   Mr. Vollenweider has recently released a new album, ""Eolian Minstrel"" (SBK), which breaks with tradition in that it features songs, sung by Eliza Gilkyson. At the Beacon, something even stranger happened. The naturally charismatic Mr. Vollenweider began to disappear under the weight of the band, becoming a supporting player on his own stage. This was almost a rock show, with Mr. Vollenweider's harp playing the bass parts along with the sort of synthesized sounds that are now all over pop music. Reviews/Pop; A Harp Here, A Concept There, Naturally"
1998,1990,"Corrections officers in Atlantic County, NJ, will be first county workers to wear knife-proof vests (S) County Correction Officers Getting Knife-Proof Vests "
1998,1990,Scott Veale reviews book Black Ajax by George MacDonald Fraser (S) Books in Brief: Fiction 
1996,1990,"To the Editor:    State Mandate, State Pay' Goes for State Colleges, Too "
1991,1990,"Index of Leading Indicators   July   June   May        Monthly percent change   1.2   0.6   0.7        Lumber   May   April   March        Millions of board feet   3,835   3,958   3,629        Cash Wheat Price   Aug. 30   Aug. 23   Aug. 16        No.1 K.C., per bushel   $3.24   $3.26   $3.13        Steel   Aug. 23   Aug. 16   Aug. 9        Thousands of net tons   1,583   1,654   1,588        Gross National Product   II Q'91   I Q'91   IV Q'90        Annual rate, 1982 dollars, in percent   $4,123.0   $4,124.1   $4,153.4        Real G.N.P. Growth                Annual rate, 1982 dollars, in percent   --0.1   --2.8   --1.6        Merchandise Exports                In billions   $104.1   $100.9   $100.6        Merchandise Imports                In billions   $119.2   $118.6   $127.5      Data Bank/September 1, 1991 "
1994,1990,"The Burstein clan will get together for a party at Elaine's tonight. But KAREN S. BURSTEIN, the Democratic candidate for State Attorney General, will not be the guest of honor.   That part is reserved for her sister ELLEN BURSTEIN MACFARLANE, whose book, ""Legwork,"" is being published by Scribner. The book, which she wrote with her twin, PATRICIA BURSTEIN, describes her struggles with multiple sclerosis. CHRONICLE "
1996,1990,"Wearing ankle irons, a belly chain, handcuffs and prison garb, an inmate from the county jail escaped yesterday from a Municipal Court holding area just after he appeared before a judge, the police said.         The inmate, Jennings Michaels of Atlantic City, had pleaded guilty to stealing $91.25 in coins from the Showboat casino and was ordered to pay less than $100 in fines, but was not sentenced to jail, said Jack Mozloom, a spokesman for the state police's Division of Gaming Enforcement.    NEW JERSEY DAILY BRIEFING Chained Inmate Escapes"
1993,1990,"It is unlikely that Johnny James cared, as he sat awaiting his death on Friday in Texas's execution chamber in Huntsville, that he would have a macabre distinction, one which could make him a footnote in the annals of capital punishment. The 39-year-old former truck driver, convicted of a 1985 rape and murder, made no final statement. Witnesses said he kept his eyes closed from the moment he was seated until he was pronounced dead by means of a lethal injection at 12:17 A.M.    But Mr. James's death, the seventh execution in Texas in the past six weeks and the 14th this year, was something of a statistical landmark. Texas has now executed more people in 1993 than any year since the Supreme Court reinstated the death penalty in 1976 and more than in any year since 1938, when 18 people were sent to the electric chair. With Practice, Texas Is the Execution Leader "
1992,1990,"LAST week's economic reports were a hearty, heartening Thanksgiving feast for statistics mavens. The economy grew by a stunning 3.9 percent in the third quarter, orders for big-ticket factory goods soared in October, and consumer confidence finally lifted itself.    Although this news provides some much-needed holiday cheer, the consensus among economists is that the 3.9 percent jump in third-quarter output overstates the economy's underlying growth rate. They expect fourth-quarter growth to be weaker, between 2 and 2.75 percent, for several reasons. Consumer spending in the third quarter grew faster than disposable income, and third-quarter military spending rocketed despite the downward trend in military outlays. In addition, business inventories grew strongly for the second straight quarter and corporations won't want to continue that trend. The Economy: Holiday Cheer, But Will It Last? "
1991,1990,"Al Toon has returned. The small fracture in his back that he suffered early last season has healed. And he has recovered from the groin injury that kept him out of the Jets' last two games of the 1990 season.   Last season, despite the back injury, which wasn't immediately revealed, Toon played in 14 games at wide receiver, starting 13, and had 57 catches for 757 yards and 6 touchdowns. A Healthy Toon Sets Sights on '91 Season "
1995,1990,"*3*** COMPANY REPORTS ** Barclays PLC Group (BCS,N) reports earnings for Year to Dec 31 "
1998,1990,"BOYD-George Jr. Of Darien, CT on September 23, 1998. Husband of Esther (Terry) Boyd. Father of Bonnie Boyd Kraig and James G. Boyd. Brother of Meta B. Stroupe. Grandfather of four. Great grandfather of one. Memorial Services were held St. Luke's Episcopal Church Darien, CT. yesterday. Interment private. In lieu of flowers, memorials may be made to: Darien Library, 35 Leroy Avenue, Darien, Connecticut 06820 or St. Luke's Episcopal Church (Book of Remembrance) P.O. Box 3128 Darien, CT. 06820. Paid Notice: Deaths  BOYD, GEORGE JR. "
1991,1990,"To the Editor:   Have dimes replaced pennies? They're starting to accumulate -- in the bottom of my bag, in my pocket, on the shelf next to the penny bank.   Probably even more telling, I'm finding them -- on the streets, in cabs, in washing machine tubs in the laundry room.    Expansion of the category of coins of negligible value, throwaways, so as to include the dime would represent a tenfold devaluation and would be another indicator of economic deterioration. J. CYNTHIA WEBER New York, Dec. 9, 1990 Dime for Your Thoughts "
1996,1990,"Niger's new military leaders announced a timetable today to return to democratic rule, with presidential, parliamentary and local elections in the last quarter of this year.         A referendum on a new constitution would be held in September. Political parties, which were banned after the Jan. 27 coup, would be able to resume activities in October, according to an official statement detailing the timetable.    WORLD NEWS BRIEFS Niger's Military Rulers Set Election Timetable"
1999,1990,"Internet broker Datek Online says it has achieved Wall Street first, executing 1,000 trades in 90 minutes before markets opened at 9:30 AM (S) Datek Sets Volume Mark "
1998,1990,"Article offers comments by some of New York City's expatriate French population, expressing shock that so much is being made of Pres Clinton's alleged sexual affairs photos (S) Shocked, Shocked That We're Shocked"
1998,1990,"Prof Isidore Silver letter on impeachment-related quotes of Benjamin Franklin, who said we were to be 'a Republic-if you can keep it' adds that Constitutional Convention decided that only heinous betrayals, not 'maladministration' would be grounds for impeachment (S) Impeachment: It's About Responsibility; Franklin, Recalled"
1994,1990,"Guillermo Kuitca  Sperone Westwater Gallery 142 Greene Street (near Houston Street) SoHo Through June 11    The works in Guillermo Kuitca's current show are wan and so all over the place that one almost wants to combine the strengths of each type to come up with something substantial. The two paintings that depict beds, cribs, chairs and other furniture, suggestively strewn about a vast stagelike space and billowing smoky flames, are the most emotionally gripping, and a huge map of a city where the basic unit of measure is the hypodermic needle makes its political points with efficiency. Art in Review "
1996,1990,"AN alternative school system is helping thousands of people in the county begin new and useful lives. The widespread system, which is operated from youth  shelters, correctional institutions, community centers and high schools, offers  a second chance in the form of a high school equivalency diploma.         The diploma is no magic wand because it is not accepted by every college or military branch, for example. But it is a crucial step toward opportunity and respect for many people like immigrants, inmates and others who, for various reasons, never completed high school.    Diploma Equals 2d Chance "
1990,1990,LEAD: This is a belated letter to confirm the main theme of the incisive article ''Women Are Still Scarce as Police Officers.'' The latest (1989) criminal justice statistics were recently released to the public by both the state and Federal Government. Women Still Scarce In the Police 
1991,1990,"In the walnut-paneled mansfield room of the Capitol building in Washington, some 90 guests had eaten their fill of chicken with lemon sauce and a troop of white-coated waiters had begun clearing the dishes. As the decibel level rose, a woman slipped away from her table and, thick white hair peeking from the coiffe of her navy-blue habit, started to make her rounds.    Pausing at a nearby table, Sister Irene Kraus said a few words that set off peals of laughter. Then, linking arms with a diner, she led him briskly across the room to greet another guest. A moment later, chatting with two nuns, she broke into an impromptu dance. Sister Irene, 66, is the chief executive of the Daughters of Charity National Health System, the largest private, nonprofit hospital chain in the country. In fact, with its 36 acute-care hospitals, 19 other health-care facilities and net revenues last year of $3.1 billion, the Daughters are right behind such for-profit giants as Hospital Corporation of America and Humana. MISSION + MARGIN: The Nun as C.E.O. "
1995,1990,"The New York Life Insurance Company said yesterday that it had agreed to a plan for settling class-action lawsuits and other customer complaints that could give three million policyholders $250 million or more of benefits.    The agreement covers all the company's customers who bought life-insurance policies between 1982 and 1994, on which the company pays an investment return. By merely asking, those policyholders can collect low interest-rate loans or money from the company, to increase their life insurance or annuities. The amounts depend on the size and age of the policy, and will range from $50 to the tens of thousands of dollars. New York Life in Accord On Class-Action Settlement "
1998,1990,"ABC appoints Patricia Fili-Krushel, president of daytime division, as president of ABC Television Network, with additional oversight of ABC's news and entertainment divisions 44-year-old Fili-Krushel becomes highest-ranking woman executive in television business; photo; she succeeds Preston Padden, who is now Washington lobbyist for ABC's parent, Disney Company; Fili-Krushel, who has helped ABC maintain daytime lead, recalls role in developing all-women's programming format at Lifetime, cable channel where she previously worked; her husband, Kenneth B Krushel, is NBC executive (M) ABC TV Gets a New President With Wider Duties"
1997,1990,"New York Mets General Manager Steve Phillips says he expects to tender contracts to all eight unsigned arbitration-eligible players, including Carl Everett, keeping them from becoming free agents agrees to terms with infielder Luis Lopez and catcher Todd Pratt (S)/ Mets Keep Everett Off Open Market"
1992,1990,For a young British editor who is headed for Vogue. A Welcome To New York 
1993,1990,"The newest technical mutation for the age of paranoia is a hidden video recorder that parents can rent to sneak a view of what the baby sitter does while they are away. It's called Babywatch it's designed to look like a pedestal for a lamp or a vase; and it rents for $199 for three days. For that fee, parents get five hours of tape to peruse for signs of sex, Satanism and contraband candy.   Total Recall, of Spring Valley, N.Y., which is in the business of putting together surveillance systems for businesses, produced the new gadget. There are eight of them in existence so far, and the company is working on distribution. SUNDAY, October 31, 1983; I SPY, WITH MY LITTLE EYE"
1999,1990,"EUROPE    GERMANY: U.S. TO HAND OVER SPY FILES -- The United States has agreed to hand over East German foreign intelligence files believed to include lists of the names of agents who spied for East Berlin, the German Government said. The files were bought by Central Intelligence Agency agents nearly 10 years ago in the aftermath of the fall of the Berlin wall. Bonn has repeatedly asked the agency to return the files, which it says are vital for identifying public figures who spied on their fellow citizens.   (Reuters)    RUSSIA: ENVIRONMENT IMPROVES -- Environmental conditions in Russia have improved in recent months because of the fall in industrial production since the August financial crisis. Viktor Danilov-Danilyan, head of the state committee for the environment, said industry now gives off 35 percent less air pollution than in 1991, and 15 to 18 percent less water-borne and other pollutants.   (Reuters) World Briefing "
1993,1990,"Last   Consensus          Period   Estimates             (I.D.E.A. Inc.)              Monday   Early Feb. auto sales, millions, annual rate   7.6   6.3       Wednesday   Jan. housing starts, millions, annual rate   1.3   1.3        Jan. building permits, millions, annual rate   1.21   1.22       Thursday   Jan. consumer price index, percent change   0.1   0.2          Dec. trade deficit, billions of dollars   7.6   8.0       Jan. industrial production, percent change   0.3   0.5       Monday: Holiday  Wednesday: President Clinton gives State of the Union speech  Thursday: Alan Greenspan gives semiannual Humphrey Hawkins speech This Week's Numbers "
1996,1990,"When New York State's Education Commissioner, Richard Mills, recently announced that high school graduation requirements would be toughened statewide, he asked the Legislature to support the effort with more money for education in  general and for textbooks in particular. As things now stand, public schools will lose more than $150 million over all under Gov. George Pataki's current budget proposal, and the schools may not get all of it back. But by making a special plea for textbooks, Mr. Mills underscored an obvious point -- effective  education is impossible when students lack the most fundamental learning tools.          Funding for textbooks has traditionally been kept low, with the tacit understanding that communities would raise money to make up the difference. Affluent communities have done reasonably well. But poor systems like New York City's have fallen further and further behind. The city has significantly fewer  books per student than districts elsewhere in the state. In a recent poll by a civic organization called the Educational Priorities Panel, one-third of city teachers said they lacked enough textbooks to cover their classes or let students take textbooks home.    Begging for Books "
1992,1990,*3*** COMPANY REPORTS ** Hy & Zel's reports earnings for Qtr to Oct 31 
1995,1990,"The gunman had burst in and opened fire, yet none of the seven had been hit.  Spared, several ran in fear to the back of the store. Others, hearing the gunfire above, took cover in the basement. But the flight to what they believed  was safety was an awful mistake. The gunman had set fire to the store.         Those who were shot, it turned out, were the lucky ones and fled with their lives none of the seven who dodged gunfire survived. Their oxygen was stolen by the smoke of the fire, their lives gone moments later.    Death on 125th Street: The Victims;A Cross-Section of the City's Everyday People"
1990,1990,"LEAD: Jason looked so small in the hospital bed. Two tubes were impaled in his left arm while digital readouts flashed up-to-the-second news of the inner workings of his 42-pound body. As a volunteer read ''101 Dalmatians,'' the 8-year-old pursed his lips and smiled expectantly. About New York Read, Read Against the Dying Of the Light"
1999,1990,"H Stuart Hughes, historian, peace advocate and political gadfly who ran for US Senate against Edward M Kennedy in 1962, dies at age 83 (S) H. Stuart Hughes, 83, Historian Defeated by Kennedy for Senate "
1997,1990,"Editorial scores decision by Supreme Court against ordering new sentencing trial for condemned murderer Joseph O'Dell, even though his 1988 sentencing proceeding was plainly unconstitutional under decision court issued six years later (S)l Death Outside the Constitution "
1992,1990,*3*** COMPANY REPORTS ** GW Utilities Ltd.  reports earnings for Year to June 30 
1995,1990,"FREE CHOICE

 TODAY Classical music performed by husband and wife adds a dimension to the concert scene as Barbara Nord, a violinist, accompanied by her husband, Edward, a pianist, appear at 2:30 P.M. in the East Meadow Library on Front Street (794-2570). Two pianists, Vladimir and Nadia Zaitsev, play Four Hands-One Piano duets at 3 P.M. in the South Country Library on Station Road in Bellport (286-0818).

Dr. Lynn Richford, a psychologist who specializes in counseling couples, speaks about ""Attraction vs. Addiction"" at 4:30 P.M. in Borders Books on Hempstead Turnpike in Levittown (579-6880). LONG ISLAND GUIDE "
1992,1990,"The other day in Ridgewood, N.J., Patrick J. Buchanan, Presidential candidate and sometime jogger, put on his sneakers and took part in a one-mile ""fun run."" He started last, and he finished last.   In a sense, the foot race might be considered symbolic of Mr. Buchanan's quest to snatch the Republican Presidential nomination from George Bush. THE 1992 CAMPAIGN: Challenger Losing, Buchanan Says He's Winning"
1991,1990,"The Dinkins administration has ordered its commissioners to secure all city-owned buildings and property so that homeless people can no longer find refuge there.   The order, issued on Friday by Deputy Mayor Norman Steisel, follows a blaze last Sunday that forced the temporary closing of the Staten Island Ferry Terminal at Battery Park and the death of a firefighter after a blaze on Thursday in an abandoned building in Brooklyn. Homeless people have been implicated in both of those fires. It could not be determined yesterday, however, whether the abandoned building in Brooklyn had been taken over by the city. Citing Fires, Dinkins Aide Orders Removal of Homeless From City-Owned Property "
1995,1990,"Yuppie couple meet there, move back to U.S. Scattershot. Winger and Crystal in Love in Paris "
1994,1990,"In an act of business espionage whose impact is not yet clear, someone has anonymously circulated the underlying software formula of one of the most popular coding systems used for protecting information sent over computer networks.   The formula, which has been a closely guarded trade secret, belongs to RSA Data Security Inc. a small, privately held software company in Redwood City, Calif., that sells encryption software to the nation's largest computer and software companies, including Apple Computer, I.B.M., Lotus Development, Microsoft and Sun Microsystems. A Secret Computer Code Is Out "
1991,1990,"A mass of seaweed clogged the water intake pipes at a nuclear power plant and a coal-fired plant, forcing the Florida Power Corporation to shut off the plants, which serve a million households in the Tampa Bay area.   The utility urged customers to conserve electricity, but a spokesman, Rick Janka, said the company could probably buy enough electricity to avoid blackouts. Seaweed Clog in Water Pipe Halts Florida Nuclear Plant "
1990,1990,"LEAD: Darryl Strawberry, the Mets outfielder who ended a 26-day treatment in an alcohol-rehabilitation program in New York on Thursday, appeared at the Los Angeles City Attorney's office here today to determine whether he will face misdemeanor charges stemming from a domestic dispute five weeks ago. Strawberry At Meeting "
1991,1990,"A Newark police officer shot and wounded an 18-year-old Newark man early Thursday morning in what the police say was self-defense but the teen-ager's family is calling a case of police brutality.   The wounded man, Ronnie L. Smith, who is listed in stable condition in University Hospital in Newark, was charged with aggravated assault and illegally having and firing a weapon. Family Assails Newark Police in Shooting "
1996,1990,Summit Bancorporation will buy BMJ Financial Corp for $164.5 million in stock (S) SUMMIT BANCORP TO BUY B.M.J. FINANCIAL 
1997,1990,"Walter Goodman reviews TV program Doctors With X-Ray Vision, part of The New Explorers series on PBS (M) Look in the Body? Easy. What It Means? Hard. "
1995,1990,"BOB WALTERS has children do an experiment in which they put pebbles, sticks, food coloring and oil into a jar of water and then try to remove the materials. They have little trouble getting out the sticks and pebbles, but the food coloring and oil aren't so easy.

""Kids learn it's always easier to keep the water clean than to pollute it and try to clean it up,"" said Mr. Walters, director of Ferry Sloops, a volunteer environmental organization based in Yonkers. The same lesson applies, he said, to the Catskill, Delaware and Croton watersheds, the almost 2,000-square-mile drainage area in eight counties that feeds the reservoirs supplying drinking water to New York City and 85 percent of Westchester County. ""We are better off keeping our drinking water clean at the source than letting pollution in."" County Speaks Out On Watershed Plan "
1993,1990,"A Promise From Mexico   Seeking to end doubts over the fairness of Mexican politics, the ruling party's presidential candidate promised financial reports. Page A3. Tough Terms for Neo-Nazis    A German court handed down heavy sentences against two young neo-Nazis who last year hurled firebombs at houses of Turkish families. Page A9. Making Vans Legal    Vans that serve as buses in New York City should be legalized, the City Council Speaker indicated. Page B1. U.S. Law and Clinic Violence    The argument that abortion clinics can use the Federal racketeering law to sue protesters got a receptive Supreme Court hearing. Page A18. Pricing the Health Plan    A new analysis of the Clinton health plan found that it would cut the budget deficit, but that the costs would be higher than advertised. Page A20. Hubble Success Continues    Installation of lenses to correct the telescope's flawed mirror completed the critical repair work. Page B20. INSIDE "
1997,1990,"Fire wipes out several small businesses that were located in 10,000-square-foot building on Westchester Avenue in Soundview section of the Bronx photo (S) A Slow Climb From the Ashes"
1994,1990,"Icons of Marx and Lenin are the decor of the hour in Nepal, where a reformist Communist Party has outpolled 23 other parties by taking more than 40 percent of the votes in a general election.   Well-wishers who thronged to the grimy backstreet headquarters of the Communist Party of Nepal (United Marxist-Leninist) today were ushered into rooms dominated by portraits and plaster busts of the Communist deities. Even the wall clock was a flag-red, made-in-Moscow model, with a hammer and sickle on its face. Nepal Votes Communist, But Few Seem Worried "
